experiment,image,question,answer
exp5_sdxl_a6000,Ting_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,TokTok_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,TokTok_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,TokTok_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
